epoch,acc,loss,lr,val_acc,val_loss
0,0.29445422535211269,1.7742495673414076,0.001,0.45319999999999999,1.39488480758667
1,0.50862552033301311,1.3108453190254166,0.001,0.58819999999999995,1.134133730983734
2,0.62728146013448605,1.0561402811860565,0.001,0.64239999999999997,1.0106507315635682
3,0.68041546589817481,0.93518111395064818,0.001,0.72750000000000004,0.82054740943908688
4,0.72252241434518094,0.82277576594332869,0.001,0.73299999999999998,0.8047938947677612
5,0.74963976945244959,0.75616276819584582,0.001,0.74790000000000001,0.77423626704216009
6,0.75764489273134805,0.73387153478642897,0.001,0.76400000000000001,0.7106324811935425
7,0.7822806596221582,0.66070908952171592,0.001,0.79269999999999996,0.64023007092475892
8,0.78029939161063078,0.68118883641224959,0.001,0.77529999999999999,0.70885176162719732
9,0.79616954851104704,0.61945251215355468,0.001,0.7903,0.64889371576309207
10,0.80259365994236309,0.61144096935135106,0.001,0.80269999999999997,0.61821294279098515
11,0.81678274095421066,0.56304441342321754,0.001,0.80610000000000004,0.64407312650680537
12,0.8278097982708934,0.53342273327982126,0.001,0.82099999999999995,0.58182508254051213
13,0.82342699327569646,0.54877413897570837,0.001,0.79700000000000004,0.62053249368667607
14,0.80891770733269297,0.58763383414323156,0.001,0.79490000000000005,0.64181510858535762
15,0.82883045148895296,0.52790264968273926,0.001,0.80740000000000001,0.60833869976997379
16,0.83679554915145693,0.50192972676058512,0.001,0.83340000000000003,0.52350620279312132
17,0.83213256484149856,0.52501060855892501,0.001,0.81840000000000002,0.55848458962440495
18,0.84402017291066278,0.48647258722014891,0.001,0.84079999999999999,0.50839135494232179
19,0.85252561639449242,0.46143699460282678,0.001,0.82650000000000001,0.5410322999477386
20,0.85494716618635924,0.45486074188629327,0.001,0.82709999999999995,0.56238905806541439
21,0.8493635926993276,0.47338007177216407,0.001,0.8337,0.60131625876426698
22,0.86551392891450529,0.42423799299980025,0.001,0.80930000000000002,0.59997554063796998
23,0.86899615754082615,0.41674551003699956,0.001,0.83540000000000003,0.61618251962661741
24,0.77075328210054439,0.71027229851803031,0.001,0.82389999999999997,0.58720031700134279
25,0.86541386487351901,0.41408030498859938,0.000316228,0.84660000000000002,0.48881337180137635
26,0.88814841498559083,0.3417741389055875,0.000316228,0.85129999999999995,0.47962357952594759
27,0.90083653538264485,0.30418349053857419,0.000316228,0.86229999999999996,0.44879502317905429
28,0.90750080051232784,0.28249735313965996,0.000316228,0.85650000000000004,0.50194041624069219
29,0.90800112071725902,0.28113711080560116,0.000316228,0.86560000000000004,0.43887801094055173
30,0.9167867435158501,0.25316465126181731,0.000316228,0.86680000000000001,0.43441902029514312
31,0.92060918988152418,0.2422978680376876,0.000316228,0.86680000000000001,0.45422804627418517
32,0.92477185398655137,0.23091475498897457,0.000316228,0.86629999999999996,0.45875060541629792
33,0.92152977905859745,0.23704779822781344,0.000316228,0.86809999999999998,0.46439399096965789
34,0.92833413384566121,0.21791836379791943,0.000316228,0.87039999999999995,0.43948106676340104
35,0.9316762728146013,0.20471785102293655,0.000316228,0.87539999999999996,0.44628046646714209
36,0.93179634966378477,0.20349801947928434,0.000316228,0.87239999999999995,0.45087088553905486
37,0.94458453410182519,0.16934828853769646,0.0001,0.87960000000000005,0.43944930711984637
38,0.94676593019532496,0.16094059050199463,0.0001,0.88129999999999997,0.42595778408050539
39,0.94956772334293948,0.15271004954957754,0.0001,0.88019999999999998,0.45512282453775404
40,0.95036823567082929,0.14979159672068521,0.0001,0.88100000000000001,0.45156165672540666
41,0.95168908101184757,0.14804224448651015,0.0001,0.877,0.45862359087467192
42,0.95210934998398977,0.14368300980927373,0.0001,0.88009999999999999,0.46064107215404509
43,0.95467098943323725,0.13796154854149986,0.0001,0.88129999999999997,0.47981888597011568
44,0.95507124559718215,0.13614733730273734,0.0001,0.87870000000000004,0.48196474184393884
45,0.9594140249759846,0.12653271861871204,3.16228e-05,0.88039999999999996,0.4719741146028042
46,0.95865353826448929,0.12528610609759872,3.16228e-05,0.88109999999999999,0.47447826661467551
47,0.96041466538584697,0.12004364768585613,3.16228e-05,0.88080000000000003,0.47747293972373006
48,0.96043467819404416,0.1201867903556658,3.16228e-05,0.88009999999999999,0.47444929416775705
49,0.96083493435798917,0.11814717336382158,3.16228e-05,0.8821,0.47586135237812993
50,0.96169548511047065,0.11570734305170388,1e-05,0.88149999999999995,0.47367017726898192
51,0.96229586935638811,0.11307375736790612,1e-05,0.8821,0.48063162192106246
52,0.96329650976625036,0.11175057312501686,1e-05,0.88160000000000005,0.48348566209077837
53,0.96195565161703489,0.11472352495040652,1e-05,0.88249999999999995,0.48104688791632655
54,0.96143531860390652,0.11522335433001933,1e-05,0.88060000000000005,0.48137151337862016
55,0.96293627921869995,0.11040039765005892,3.16228e-06,0.88090000000000002,0.48276027759909629
56,0.96433717579250722,0.11174071665837307,3.16228e-06,0.88149999999999995,0.48253737741708758
57,0.96385686839577334,0.11011016529141125,3.16228e-06,0.88149999999999995,0.48361791943907739
58,0.96333653538264485,0.11134837271962965,3.16228e-06,0.88180000000000003,0.48296854444742204
59,0.96245597182196607,0.11183812318601161,3.16228e-06,0.88200000000000001,0.48474765089154243
60,0.96379682997118155,0.11040185278219988,1e-06,0.88200000000000001,0.48473721245527268
61,0.9627361511367275,0.1109223246105162,1e-06,0.88170000000000004,0.48442608293890954
62,0.96389689401216783,0.11169189515753536,1e-06,0.88200000000000001,0.48474161751270295
63,0.96341658661543383,0.10867437104546333,1e-06,0.88200000000000001,0.48521836622357367
64,0.96419708613512645,0.10697506773395907,1e-06,0.88200000000000001,0.48497374613881111
65,0.96365674031380089,0.10960291616491594,5e-07,0.88139999999999996,0.48496613879203798
66,0.96329650976625036,0.10878432904654327,5e-07,0.88170000000000004,0.48455869129300116
67,0.96301633045148893,0.11042234918747212,5e-07,0.88139999999999996,0.48461679909229277
68,0.96327649695805317,0.107905316786865,5e-07,0.88170000000000004,0.48480073658823969
69,0.96175552353506244,0.11444056340905692,5e-07,0.88190000000000002,0.4845914026618004
